VARNAMES: CID CIDint SURVEY TYPE FIELD CUTFLAG_SNANA zHEL zHELERR zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV m0obs_i m0obs_r em0obs_i em0obs_r MU MUMODEL MUERR MUERR_RAW MURES MUPULL M0DIF ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE 
SN: 1291080 1291080 10 1 X2 1 0.44500 0.00500 0.44380 0.00500 0.44380 0.00500 0 0 8.5820 0.1720 19.1240 13.0982 8.5171 56887.941 1.761 -1.56827e+00 0.6827 1.55586e-02 4.64985e-02 22.6975 6.34228e-02 1.49618e-05 8.73988e-07 2.78664e-03 -1.30786e-07 -1.92813e-08 35 45.5982 0.1083 35.684559 -6.063570 8.8641 -4.64965e-01 42.3389 2.26520e-02 22.5322 22.5078 4.10820e-02 4.63530e-02  41.8945 41.9518  0.1670  0.1819 -0.0496 -0.297 -0.0077 0 -0.135  0.017 -0.018 -0.300  0.020  0.597 1 
SN: 1291090 1291090 10 1 E2 1 0.29290 0.00100 0.29200 0.00100 0.29200 0.00100 0 0 9.7110 4.45000e-02 28.3986 25.0135 17.6920 56905.117 0.225 1.2385 0.2312 -8.21967e-02 3.21417e-02 21.1333 3.97784e-02 6.31955e-05 2.31531e-06 7.19337e-04 -2.96522e-07 -5.16452e-08 30 19.3913 0.9480 9.463052 -43.721462 9.9673 -1.38497e+01 42.5853 7.26300e-03 21.2482 21.1441 3.63540e-02 3.01870e-02  40.8828 40.8878  0.1098  0.1035  0.0116  0.106 -0.0166 0  0.075  0.004 -0.006  0.131 -0.017  0.496 1 
SN: 1291794 1291794 10 1 C2 1 0.39560 0.00100 0.39510 0.00100 0.39510 0.00100 0 0 10.9350 3.50000e-02 17.4318 14.8398 10.5808 57277.945 0.690 0.1329 0.4846 -4.77328e-03 3.77036e-02 22.1686 4.52976e-02 2.43538e-05 1.01605e-06 2.23852e-03 -2.18536e-07 -2.25785e-08 49 30.6053 0.9861 55.169327 -28.711853 7.2214 -1.47870e+01 43.9551 1.05780e-02 22.0510 22.0167 4.06830e-02 4.07820e-02  41.6280 41.6529  0.1387  0.1384 -0.0389 -0.281  0.0140 0 -0.059  0.005 -0.005 -0.050  0.013  0.587 1 
SN: 1291957 1291957 10 1 E1 1 0.36100 0.00500 0.36000 0.00500 0.36000 0.00500 0 0 2 2 20.7042 17.7776 15.1255 56905.457 0.283 0.4327 0.2615 -4.06744e-02 3.32929e-02 21.8771 4.81323e-02 3.18537e-05 1.41212e-06 3.37340e-03 -2.51015e-07 -3.74035e-08 43 40.4909 0.6228 7.200018 -43.562267 9.4657 -1.48759e+01 40.8219 5.89800e-03 21.8715 21.7756 2.84370e-02 3.90410e-02  41.4504 41.4155  0.1114  0.0972  0.0209  0.187  0.0140 0 -0.016  0.003 -0.008 -0.020  0.001  0.538 1 
SN: 1292145 1292145 10 1 C2 1 0.49300 0.00500 0.49250 0.00500 0.49250 0.00500 0 0 9.2180 0.3125 10.6089 8.0699 6.5424 57274.234 0.939 0.7106 0.6846 0.1166 5.99634e-02 23.2695 7.15361e-02 8.83489e-06 5.82106e-07 6.64566e-03 -2.04005e-07 -2.21096e-08 57 35.9247 0.9900 53.630531 -29.648947 6.7503 -1.46988e+01 43.5731 1.01160e-02 23.0145 22.9965 5.28200e-02 7.09870e-02  42.4584 42.2218  0.1869  0.2090  0.2443  1.307 -0.0077 0 -0.154  0.016  0.014  0.099  0.051  0.609 1 
SN: 1292195 1292195 10 1 C3 1 0.83000 0.00500 0.82930 0.00500 0.82930 0.00500 0 0 8.9510 0.2375 18.7196 11.7001 10.7132 57281.148 0.793 -1.43298e-02 0.4175 -2.40346e-02 6.18147e-02 24.1586 4.20897e-02 3.89542e-06 1.51010e-07 -1.60787e-03 -2.90960e-08 2.28706e-10 42 45.9653 0.3114 53.042854 -28.293522 5.5072 -1.40860e+01 42.6614 6.78300e-03 23.5952 24.3268 4.27670e-02 8.55270e-02  43.7728 43.5987  0.1567  0.2480  0.2053  1.310 -0.0312 0 -0.182  0.022 -0.035 -0.242  0.031  0.327 1 
SN: 1292332 1292332 10 101 S2 1 0.27440 0.00100 0.27350 0.00100 0.27350 0.00100 0 0 10.2690 0.1885 38.6397 22.2123 12.0012 56901.207 0.216 0.2718 0.2468 -1.06788e-01 3.53498e-02 20.9551 3.91895e-02 7.44646e-05 2.68779e-06 3.17271e-04 -3.01664e-07 -5.67968e-08 22 6.1543 0.9998 41.143486 -1.285123 10.2407 -8.53649e+00 43.8656 2.51620e-02 21.1716 21.0438 4.35900e-02 3.12320e-02  40.6515 40.7247  0.1127  0.1193 -0.0565 -0.501 -0.0166 0  0.090  0.004 -0.019 -0.027 -0.032  0.457 1 
SN: 1292336 1292336 10 1 S2 1 0.23450 0.00100 0.23360 0.00100 0.23360 0.00100 0 0 9.0990 1.50000e-02 32.9797 23.6378 15.0634 56901.832 0.241 -1.49005e-01 0.2417 5.27698e-02 3.31986e-02 21.1264 4.15933e-02 6.35970e-05 2.43633e-06 4.86318e-04 -2.56839e-07 -5.75394e-08 22 9.4487 0.9907 40.998829 -0.906124 10.5717 -9.31868e+00 44.7771 2.59300e-02 21.2051 21.1587 3.91260e-02 2.80110e-02  40.3212 40.3352  0.1283  0.1056 -0.0079 -0.062 -0.0060 0 -0.058  0.007  0.005 -0.018  0.017  0.664 1 
SN: 1292560 1292560 10 1 X1 1 0.22580 0.00100 0.22480 0.00100 0.22480 0.00100 0 0 8.6460 0.1060 45.1904 43.0988 36.2620 56904.609 0.258 0.3074 0.1602 -1.14917e-01 2.78229e-02 20.5272 3.35141e-02 1.10443e-04 3.40912e-06 -1.65253e-04 -8.95664e-08 -7.62922e-08 24 19.6829 0.7633 35.055779 -5.361129 10.5735 -1.17047e+01 41.9943 2.05620e-02 20.9062 20.6906 2.73460e-02 1.94450e-02  40.2287 40.2410  0.0941  0.0833 -0.0072 -0.076 -0.0051 0  0.104  0.004 -0.023 -0.020 -0.036  0.430 1 
SN: 1293319 1293319 10 1 X2 1 0.29790 0.00050 0.29690 0.00050 0.29690 0.00050 0 0 9.2290 1.60000e-02 34.3919 32.0757 31.0984 56913.227 0.342 1.7503 0.2853 -9.50853e-04 3.13035e-02 21.2886 3.76263e-02 5.47730e-05 1.89816e-06 1.25647e-03 -2.32096e-07 -4.44840e-08 25 20.3659 0.7739 36.002407 -6.497732 8.5264 -6.93729e+00 36.2154 2.64250e-02 21.3196 21.2962 2.87040e-02 2.57870e-02  40.8548 40.9295  0.1190  0.0987 -0.0580 -0.487 -0.0166 0  0.042  0.016  0.018  0.488  0.013  0.606 1 
SN: 1293758 1293758 10 1 E1+E2 1 0.14800 0.00100 0.14720 0.00100 0.14720 0.00100 0 0 10.9690 7.00000e-03 57.3376 36.2671 5.5171 56915.703 0.207 -1.31159e+00 0.1778 -2.60347e-02 3.92836e-02 20.0260 3.49704e-02 1.75223e-04 5.64374e-06 -8.96867e-04 -1.32948e-07 -1.43489e-07 11 14.8264 0.2511 8.483875 -43.349716 20.7936 -1.09736e+01 39.4674 7.27300e-03 20.4076 20.1936 5.68520e-02 3.36420e-02  39.3101 39.2212  0.1328  0.1298  0.0412  0.310  0.0477 0 -0.019  0.010  0.002 -0.015  0.005  0.579 1 
SN: 1294014 1294014 10 1 S1 1 0.36370 0.00100 0.36270 0.00100 0.36270 0.00100 0 0 9.4510 0.6220 19.9395 17.0385 16.6834 56919.336 0.521 0.5205 0.3936 -5.18439e-02 4.16019e-02 21.7804 5.48989e-02 3.48216e-05 1.76071e-06 5.07578e-03 -4.86743e-07 -4.68886e-08 26 30.2296 0.3039 42.803535 -0.669095 9.4756 -1.16870e+01 44.6310 4.64260e-02 21.8582 21.7769 4.23790e-02 4.60760e-02  41.3943 41.4345  0.1279  0.1329 -0.0543 -0.424  0.0140 0 -0.004  0.003 -0.009 -0.014 -0.002  0.523 1 
SN: 1294743 1294743 10 1 X3 1 0.31360 0.00100 0.31260 0.00100 0.31260 0.00100 0 0 10.2630 9.45000e-02 21.0667 20.8394 13.3039 56912.543 0.458 -3.88197e-01 0.3994 0.2089 3.90430e-02 22.3226 5.76181e-02 2.11324e-05 1.12146e-06 5.94742e-03 -2.47431e-07 -3.65270e-08 32 13.8531 0.9986 36.102535 -4.674933 6.0693 -7.08335e+00 40.8021 2.21730e-02 22.0284 22.2042 3.29820e-02 4.08450e-02  41.0320 41.0587  0.1326  0.1035 -0.0483 -0.364  0.0216 0 -0.151  0.027  0.028 -0.054  0.048  0.723 1 
SN: 1295027 1295027 10 101 X2 1 0.42660 0.00100 0.42540 0.00100 0.42540 0.00100 0 0 10.0910 2.45000e-02 11.3116 10.6931 7.9418 56910.262 0.618 -1.56010e-01 0.5082 -3.11742e-02 4.92930e-02 22.3631 7.04668e-02 2.03584e-05 1.32131e-06 1.09917e-02 -4.59925e-07 -5.08623e-08 43 14.6773 1 35.432739 -6.940557 9.0003 -1.32171e+01 44.0322 2.40350e-02 22.2450 22.2103 4.60480e-02 6.32640e-02  41.8646 41.8426  0.1350  0.1360  0.0297  0.220 -0.0077 0 -0.048  0.005 -0.012 -0.089  0.007  0.567 1 
SN: 1295256 1295256 10 1 C1 1 0.44300 0.00700 0.44250 0.00700 0.44250 0.00700 0 0 8.8030 0.3025 25.8745 18.8886 14.5921 56928.270 0.382 -5.40284e-02 0.3728 -9.23924e-02 2.73380e-02 22.3696 3.61870e-02 2.02380e-05 6.74523e-07 1.60103e-03 -1.32757e-07 -1.23041e-08 40 43.3825 0.3292 53.719418 -27.832769 11.0799 -1.10339e+01 44.2654 7.91500e-03 22.2844 22.1496 2.89810e-02 3.42260e-02  41.9976 41.9443  0.1148  0.1087  0.0611  0.532 -0.0077 0  0.043  0.004 -0.027 -0.131 -0.025  0.518 1 
SN: 1295305 1295305 10 1 X3 1 0.61300 0.00600 0.61170 0.00600 0.61170 0.00600 0 0 8.7110 0.1325 29.1972 27.0491 21.0028 56916.000 0.556 9.13105e-02 0.3384 -6.09324e-02 3.14623e-02 23.2450 3.75706e-02 9.03682e-06 3.12708e-07 -8.93641e-05 -4.79792e-08 -6.33194e-09 44 41.0881 0.6384 36.243351 -4.250854 4.9428 -7.91179e+00 44.0997 2.29070e-02 22.9952 23.0335 3.11440e-02 4.51710e-02  42.8657 42.7899  0.1165  0.1214  0.0984  0.845 -0.0226 0 -0.041  0.008 -0.025 -0.174 -0.003  0.478 1 
SN: 1295921 1295921 10 1 S1 1 0.52500 0.00700 0.52390 0.00700 0.52390 0.00700 0 0 9.0970 0.2980 7.8352 7.4844 7.0110 56913.344 1.101 0.9398 0.9685 7.90744e-02 6.90527e-02 23.0465 0.1002 1.08495e-05 1.00172e-06 2.14591e-02 -7.13201e-07 -4.40611e-08 43 37.9664 0.7268 42.614906 -0.871765 8.5272 -1.50538e+01 43.8397 5.27830e-02 22.8901 22.8908 7.06300e-02 0.1006  42.3645 42.3830  0.2066  0.2455  0.0040  0.019 -0.0226 0 -0.115  0.014  0.012  0.193  0.043  0.577 1 
SN: 1296273 1296273 10 1 S2 1 0.39800 0.00500 0.39700 0.00500 0.39700 0.00500 0 0 8.5640 0.4400 26.9135 23.0566 20.9842 56926.684 0.455 -2.24584e-01 0.2605 -1.11298e-01 2.74737e-02 21.7356 3.23218e-02 3.62891e-05 1.08031e-06 3.54501e-04 -6.17657e-08 -1.94071e-08 42 57.2910 7.11262e-02 41.079811 -0.450364 7.8544 -8.16736e+00 43.2789 3.05360e-02 21.7687 21.6535 2.14950e-02 2.69530e-02  41.3697 41.6652  0.1063  0.0985 -0.3095 -2.912  0.0140 0  0.080  0.004 -0.030 -0.116 -0.035  0.484 1 
SN: 1296321 1296321 10 1 S2 1 0.18530 0.00100 0.18440 0.00100 0.18440 0.00100 0 0 9.3840 3.50000e-03 39.3637 35.7895 26.2485 56929.992 0.239 0.4738 0.2039 8.42370e-02 2.82040e-02 20.9333 3.49271e-02 7.59793e-05 2.44418e-06 3.77510e-04 -1.25536e-07 -5.78703e-08 28 18.2385 0.9393 40.916874 -0.761946 9.2639 -1.24243e+01 42.3449 2.98420e-02 21.1683 20.9603 3.01020e-02 1.92400e-02  40.1089 39.7599  0.1214  0.0825  0.3052  2.515  0.0438 0 -0.060  0.008  0.008 -0.003  0.019  0.721 1 
SN: 1296657 1296657 10 1 X2 1 0.14710 0.00100 0.14620 0.00100 0.14620 0.00100 0 0 9.4760 9.50000e-03 26.4709 25.5731 23.3976 56923.469 0.335 0.8815 0.3850 1.85943e-02 4.26387e-02 19.8716 6.60722e-02 2.01997e-04 1.22925e-05 9.13544e-03 -3.48999e-06 -4.46281e-07 8 2.8291 0.9446 36.255188 -6.278562 11.2989 -7.12735e+00 43.2476 2.95230e-02 20.3483 20.0217 4.73280e-02 3.11720e-02  39.3166 39.2051  0.1235  0.0996  0.0638  0.517  0.0477 0 -0.034  0.007  0.005  0.015  0.011  0.648 1 
SN: 1297026 1297026 10 1 X3 1 0.25950 0.00100 0.25850 0.00100 0.25850 0.00100 0 0 10.6070 0.1630 53.8120 30.8244 23.2837 56928.816 0.269 -7.13128e-01 0.2090 -4.15513e-02 3.07076e-02 21.2266 3.39569e-02 5.79936e-05 1.81377e-06 6.90537e-04 -9.36036e-08 -4.19346e-08 25 4.6843 1 35.820992 -5.182148 10.1355 -1.08085e+01 40.7218 2.09800e-02 21.3563 21.2781 3.12130e-02 2.24270e-02  40.6448 40.5848  0.1087  0.0930  0.0660  0.607 -0.0060 0 -0.010  0.005 -0.006 -0.034 -0.000  0.530 1 
SN: 1297465 1297465 10 1 C3 1 0.27840 0.00100 0.27780 0.00100 0.27780 0.00100 0 0 10.0680 1.00000e-03 53.8763 45.9479 30.0806 56938.906 0.159 1.1643 0.1356 4.15137e-02 2.68685e-02 21.5751 3.11580e-02 4.20707e-05 1.20732e-06 -2.89376e-05 -4.09326e-08 -2.65192e-08 32 16.3030 0.9934 51.795311 -27.822104 5.5031 -1.46362e+01 40.1533 8.16500e-03 21.5441 21.5278 2.34490e-02 1.99520e-02  40.9962 40.7635  0.1144  0.0799  0.2494  2.180 -0.0166 0 -0.035  0.006  0.007  0.107  0.016  0.654 1 
SN: 1298281 1298281 10 1 S2 1 0.23600 0.00300 0.23510 0.00300 0.23510 0.00300 0 0 9.2970 7.85000e-02 32.5270 30.5913 29.3861 56930.633 0.270 -1.56047e+00 0.2294 5.55528e-02 3.09272e-02 21.3304 3.69062e-02 5.27020e-05 1.79144e-06 6.07783e-04 -1.20752e-07 -4.41641e-08 27 13.5674 0.9900 40.267929 -0.955257 8.8839 -1.24330e+01 40.0896 2.92470e-02 21.3722 21.3743 3.20130e-02 2.25040e-02  40.3230 40.3509  0.1243  0.0972 -0.0219 -0.176 -0.0060 0 -0.072  0.013  0.000 -0.070  0.017  0.669 1 
SN: 1298893 1298893 10 1 X2 1 0.19710 0.00100 0.19620 0.00100 0.19620 0.00100 0 0 10.7840 0.1435 31.8988 23.3621 17.8265 56935.605 1.415 -2.23751e+00 0.7837 -2.80742e-02 0.1204 20.8161 9.12762e-02 8.46347e-05 7.11511e-06 9.05199e-02 -5.19847e-06 -8.94095e-07 3 1.8821 0.7574 35.724033 -6.256828 10.0960 -3.71340e+00 17.2096 2.51350e-02 21.0930 20.9492 0.1320 6.11170e-02  39.9658 39.9098  0.1975  0.2379  0.0122  0.062  0.0438 0 -0.013  0.017 -0.005 -0.062 -0.000  0.556 1 
SN: 1299643 1299643 10 1 C1 1 0.38050 0.00500 0.38000 0.00500 0.38000 0.00500 0 0 9.2530 2.80000e-02 26.9351 24.2939 23.4417 56941.020 0.311 0.6857 0.2634 -8.99056e-02 2.89616e-02 21.8495 3.86157e-02 3.26733e-05 1.16207e-06 2.67506e-03 -1.79946e-07 -2.65663e-08 41 30.3909 0.9086 55.102634 -26.722080 11.5815 -9.98563e+00 43.6719 1.20500e-02 21.8739 21.7434 2.33680e-02 3.25140e-02  41.5645 41.5533  0.1032  0.0889 -0.0027 -0.027  0.0140 0  0.056  0.003 -0.018 -0.013 -0.021  0.495 1 
SN: 1299775 1299775 10 1 C2 1 0.16020 0.00100 0.15980 0.00100 0.15980 0.00100 0 0 10.7830 0.1340 33.1825 27.5186 20.5567 56940.176 0.320 -4.12536e-01 0.1964 0.1848 3.72610e-02 20.3286 4.67134e-02 1.32604e-04 5.70523e-06 1.55594e-03 -4.28614e-07 -1.74742e-07 14 7.7269 0.9343 53.438889 -29.676743 16.3327 -1.11646e+01 44.7795 9.30200e-03 20.3831 20.2516 4.08920e-02 2.64600e-02  39.0743 39.4166  0.1375  0.1014 -0.1326 -0.965 -0.2097 0 -0.104  0.021  0.022 -0.010  0.035  0.791 1 
SN: 1299785 1299785 10 1 C2 1 0.38180 0.00100 0.38130 0.00100 0.38130 0.00100 0 0 10.1850 1.05000e-02 15.4709 13.5190 12.5236 56943.887 0.600 2.84490e-03 0.4218 4.97610e-02 4.10501e-02 22.2789 5.64199e-02 2.20018e-05 1.14332e-06 7.32280e-03 -3.01772e-07 -3.72470e-08 41 12.0322 1 53.911510 -28.319296 11.5424 -1.20597e+01 43.5319 8.71000e-03 22.1398 22.1236 3.48170e-02 4.74730e-02  41.5502 41.5620  0.1289  0.1124 -0.0258 -0.200  0.0140 0 -0.085  0.007  0.001 -0.042  0.022  0.633 1 
SN: 1300516 1300516 10 1 X1 1 0.31150 0.00500 0.31040 0.00500 0.31040 0.00500 0 0 9.5570 9.75000e-02 27.4845 27.0351 22.4076 56949.301 0.303 0.9084 0.2901 0.1594 3.35439e-02 21.7680 3.76071e-02 3.52199e-05 1.21992e-06 9.50269e-04 -1.50645e-07 -2.92433e-08 29 14.5316 0.9883 34.546364 -5.010114 9.7842 -1.38409e+01 42.4996 1.84640e-02 21.5437 21.6637 3.22670e-02 2.66510e-02  40.7699 41.0409  0.1395  0.1159 -0.2927 -2.098  0.0216 0 -0.092  0.012  0.015  0.126  0.035  0.719 1 
SN: 1300912 1300912 10 1 C3 1 0.33820 0.00100 0.33760 0.00100 0.33760 0.00100 0 0 9.7440 1.45000e-02 52.6421 34.0288 24.2054 56946.352 0.191 -4.77849e-01 0.1466 4.52176e-02 2.55492e-02 22.1264 3.21874e-02 2.53198e-05 7.50622e-07 4.61016e-04 -3.36028e-08 -1.65718e-08 43 25.4054 0.9889 52.037891 -27.532907 6.8013 -1.43266e+01 44.0132 7.16700e-03 22.0246 22.0347 1.86570e-02 2.36420e-02  41.3191 41.2526  0.1090  0.0716  0.0449  0.412  0.0216 0 -0.077  0.007  0.001 -0.059  0.019  0.634 1 
SN: 1301933 1301933 10 1 X3 1 0.33100 0.00500 0.32990 0.00500 0.32990 0.00500 0 0 10.0060 9.95000e-02 84.2195 72.4656 58.2580 56952.941 0.113 -2.17035e-01 8.99569e-02 -1.28030e-01 2.21188e-02 21.5566 2.69899e-02 4.27934e-05 1.06378e-06 2.49622e-05 -1.51532e-08 -1.92069e-08 43 60.6944 3.87669e-02 36.663719 -4.970757 8.2058 -1.26109e+01 44.4861 2.30130e-02 21.7115 21.5869 1.62030e-02 1.93470e-02  41.2102 41.1944  0.0919  0.0743 -0.0057 -0.063  0.0216 0  0.132  0.005 -0.034 -0.082 -0.050  0.441 1 
SN: 1302058 1302058 10 1 C2 1 0.19880 0.00100 0.19840 0.00100 0.19840 0.00100 0 0 9.6640 3.90000e-02 70.5845 49.1351 30.2092 56959.617 0.134 0.3777 0.1296 -8.60242e-04 2.70532e-02 20.2002 3.22292e-02 1.49251e-04 4.43040e-06 2.81559e-04 -1.29372e-07 -1.02552e-07 28 35.1374 0.2001 53.396389 -29.190622 8.2765 -1.37116e+01 42.9368 8.41700e-03 20.4820 20.2526 2.56390e-02 1.67450e-02  39.6357 39.9368  0.1070  0.0755 -0.2959 -2.767 -0.0051 0 -0.029  0.005  0.001 -0.003  0.008  0.592 1 
SN: 1302141 1302141 10 1 E1 1 0.61000 0.00500 0.60880 0.00500 0.60880 0.00500 0 0 9.4290 1.7600 9.4733 7.2709 6.7331 57280.199 0.990 -8.60256e-02 0.6613 4.21593e-02 6.39493e-02 23.1571 6.96060e-02 9.79881e-06 6.28197e-07 -3.74574e-03 -2.33223e-07 -1.20462e-08 64 64.0937 0.4732 7.830452 -42.501400 5.5973 -1.42784e+01 39.6521 5.40600e-03 22.8317 22.9463 6.42520e-02 7.30050e-02  42.5541 42.7774  0.2072  0.2652 -0.2007 -0.968 -0.0226 0 -0.212  0.016 -0.015 -0.202  0.047  0.512 1 
SN: 1302187 1302187 10 1 C3 1 0.22000 0.00100 0.21950 0.00100 0.21950 0.00100 0 0 10.9500 0.8730 19.8803 17.0742 16.2835 56952.980 0.302 -8.85027e-01 0.3403 4.09100e-02 3.81394e-02 20.9462 5.21881e-02 7.50761e-05 3.60869e-06 2.02256e-03 -5.02782e-07 -1.07318e-07 21 12.9387 0.9349 52.161892 -27.142117 8.9620 -1.37199e+01 42.8439 9.74200e-03 21.0479 20.9671 4.25170e-02 3.21950e-02  40.0888 40.1827  0.1312  0.1142 -0.0887 -0.676 -0.0051 0 -0.055  0.009  0.003 -0.035  0.015  0.645 1 
SN: 1302523 1302523 10 1 X3 1 0.42500 0.00100 0.42390 0.00100 0.42390 0.00100 0 0 10.4980 2.45000e-02 27.4790 23.1987 20.9916 57288.762 0.290 0.2320 0.2709 -2.20970e-02 2.80122e-02 22.3272 3.67235e-02 2.10426e-05 7.11738e-07 3.01267e-03 -1.09448e-07 -1.65965e-08 42 23.8587 0.9891 36.317585 -4.659808 5.5455 -1.08196e+01 40.1946 2.21600e-02 22.1971 22.1697 2.22410e-02 3.32570e-02  41.8567 41.8335  0.1061  0.0770  0.0309  0.291 -0.0077 0 -0.052  0.005 -0.009 -0.050  0.010  0.576 1 
SN: 1302648 1302648 10 1 E2 1 0.23280 0.00100 0.23190 0.00100 0.23190 0.00100 0 0 10.1310 1.30000e-02 34.9292 27.5343 20.7688 56948.328 0.259 -7.14834e-01 0.2247 0.1141 3.04358e-02 21.2035 3.68514e-02 5.92353e-05 2.01053e-06 6.32463e-04 -1.45166e-07 -4.75867e-08 26 11.1199 0.9970 10.002610 -44.054123 10.4532 -1.47625e+01 43.5809 5.71600e-03 21.1410 21.1422 3.33820e-02 2.35040e-02  40.1344 40.3172  0.1262  0.0921 -0.1769 -1.401 -0.0060 0 -0.080  0.013  0.006 -0.039  0.023  0.721 1 
SN: 1303004 1303004 10 1 X2 1 0.29600 0.00500 0.29490 0.00500 0.29490 0.00500 0 0 9.3690 0.2945 44.6988 42.4155 35.3756 56960.570 0.184 0.8519 0.1645 -5.10343e-02 2.74816e-02 21.2402 3.06859e-02 5.72702e-05 1.61861e-06 9.46618e-05 -7.04879e-08 -3.44945e-08 33 22.9541 0.9246 35.294621 -6.463124 9.9103 -1.33675e+01 41.2718 2.07880e-02 21.3282 21.2652 2.50380e-02 2.07980e-02  40.8870 40.9125  0.1094  0.0939 -0.0089 -0.081 -0.0166 0  0.009  0.003 -0.005  0.034 -0.003  0.534 1 
SN: 1303279 1303279 10 1 C1 1 0.17280 0.00100 0.17240 0.00100 0.17240 0.00100 0 0 10.6170 0.1250 38.8585 36.0163 25.1227 56965.836 0.294 1.1414 0.3571 -6.27470e-02 3.30808e-02 19.6594 4.38915e-02 2.45615e-04 9.92911e-06 3.15176e-03 -1.81846e-06 -2.73477e-07 12 10.2248 0.6755 54.906788 -27.813025 14.2954 -8.09694e+00 44.5382 9.55700e-03 20.1824 19.7997 4.01070e-02 2.35240e-02  39.3897 39.5982  0.1079  0.0968  0.0012  0.011 -0.2097 0  0.026  0.005 -0.008  0.032 -0.008  0.506 1 
SN: 1303496 1303496 10 1 C2 1 0.18020 0.00100 0.17980 0.00100 0.17980 0.00100 0 0 10.6430 0.1955 39.0711 36.3409 24.8162 56966.062 0.284 -3.08870e-01 0.3644 6.79264e-02 3.30486e-02 20.5391 4.40825e-02 1.09235e-04 4.43512e-06 3.16830e-03 -8.46602e-07 -1.23196e-07 15 4.0725 0.9988 53.848209 -29.591787 10.1843 -1.41693e+01 38.1490 1.09080e-02 20.7538 20.5496 3.82620e-02 2.32460e-02  39.6738 39.6991  0.1278  0.0972 -0.0690 -0.540  0.0438 0 -0.059  0.009  0.008 -0.018  0.018  0.708 1 
SN: 1303883 1303883 10 1 E2 1 0.26000 0.00500 0.25910 0.00500 0.25910 0.00500 0 0 10.8940 1.40000e-02 39.5161 35.0249 23.9224 57286.293 0.200 0.5881 0.2188 -3.65376e-02 3.07385e-02 21.0556 3.63900e-02 6.78828e-05 2.27519e-06 1.11543e-03 -2.31111e-07 -5.34762e-08 35 26.1085 0.8616 8.863275 -44.917099 7.8125 -1.03020e+01 44.2305 1.00100e-02 21.1808 21.0786 3.22650e-02 2.48120e-02  40.6454 40.5905  0.1145  0.1032  0.0608  0.531 -0.0060 0 -0.008  0.004 -0.004 -0.002  0.001  0.540 1 
SN: 1303952 1303952 10 1 X2 1 0.56390 0.00100 0.56260 0.00100 0.56260 0.00100 0 0 11.1370 0.1215 10.1717 8.3649 8.2423 57289.109 0.613 0.5824 0.5797 -1.93420e-01 4.41980e-02 22.8701 7.19277e-02 1.27626e-05 8.45496e-07 3.14794e-03 -3.90044e-07 -8.42445e-09 52 31.8935 0.9904 35.871758 -6.921939 6.4367 -1.00910e+01 42.8366 2.26950e-02 22.7850 22.6065 6.93910e-02 7.10710e-02  42.6696 42.5697  0.1519  0.1994  0.1225  0.807 -0.0226 0  0.343  0.013 -0.040 -0.054 -0.109  0.432 1 
SN: 1304127 1304127 10 1 X2 1 0.73000 0.00500 0.72860 0.00500 0.72860 0.00500 0 0 9.3150 0.7895 13.0169 10.1588 5.4882 57282.328 1.005 0.5380 0.7809 -2.43668e-01 7.13148e-02 23.3500 6.53257e-02 8.20371e-06 4.93594e-07 7.64924e-03 -2.50543e-07 -3.51207e-09 46 59.6906 0.1013 35.180489 -6.951112 5.8187 -1.44847e+01 42.6436 2.26750e-02 23.0158 23.0642 6.48370e-02 8.13940e-02  43.0835 43.2534  0.1644  0.2881 -0.1387 -0.844 -0.0312 0  0.567  0.029 -0.007 -0.057 -0.162  0.280 1 
SN: 1304442 1304442 10 1 C3 1 0.21760 0.00100 0.21710 0.00100 0.21710 0.00100 0 0 9.5680 1.35000e-02 39.0522 34.3461 18.8516 56965.074 0.266 0.2590 0.3019 -7.07099e-02 3.55842e-02 20.6272 5.34053e-02 1.00725e-04 4.95445e-06 3.25313e-03 -8.26406e-07 -1.15811e-07 3 0.7092 0.9502 52.163063 -28.108288 27.1635 -1.29128e+01 38.6936 7.10100e-03 20.9437 20.7310 4.81600e-02 3.85200e-02  40.2407 40.1559  0.1105  0.1076  0.0900  0.815 -0.0051 0  0.026  0.004 -0.009 -0.014 -0.010  0.484 1 
SN: 1304678 1304678 10 1 C1 1 0.21930 0.00100 0.21880 0.00100 0.21880 0.00100 0 0 11.2300 2.65000e-02 12.1639 11.6773 8.7633 56963.641 0.602 -1.43378e+00 0.6476 -4.61967e-02 8.89411e-02 20.9447 0.1316 7.51856e-05 9.11399e-06 3.68563e-02 -4.60138e-06 -7.28785e-07 16 1.6832 1 54.870090 -27.643946 13.7502 -1.17415e+01 44.6433 1.00910e-02 21.1744 21.0456 6.69190e-02 6.37140e-02  40.2683 40.1749  0.1561  0.1831  0.0985  0.631 -0.0051 0 -0.004  0.008 -0.007 -0.042 -0.003  0.517 1 
